student_id,total_spending,rent,utilities,entertainment,groceries,transportation,savings,healthcare,other
1092,1067.95,297.57,74.33,22.4,127.61,52.33,293.4,9.56,190.75
1093,1219.71,716.71,88.97,14.8,160.08,75.35,0.0,94.79,69.02
1094,1395.76,697.07,66.14,151.16,190.79,82.78,0.0,44.27,163.55
1095,1447.22,545.86,57.74,244.89,300.36,49.59,0.0,45.85,202.94
1096,1411.78,523.69,78.96,117.04,201.59,44.77,328.54,35.72,81.47
1097,1152.31,749.03,75.16,10.0,176.53,23.23,0.0,88.88,29.48
1098,1058.23,284.0,81.35,88.08,189.05,91.77,225.13,11.26,87.59
1099,1429.91,588.95,81.03,192.82,294.12,72.42,0.0,43.16,157.42
1100,1286.34,492.86,94.39,101.58,242.77,14.98,138.1,5.95,195.7
1101,1202.51,681.42,68.56,156.98,203.37,53.71,0.0,11.37,27.08
1102,1311.19,564.45,92.65,263.48,232.63,49.33,0.0,37.87,70.79
1103,998.37,330.85,103.05,184.68,231.51,39.88,0.0,46.65,61.75
1104,963.63,380.42,68.88,35.48,226.43,75.73,71.21,30.37,75.11
1105,1307.9,672.61,85.67,43.93,227.27,75.27,12.25,2.03,188.88
1106,1214.23,454.78,53.39,218.33,300.38,80.39,0.0,9.29,97.67
1107,1097.92,475.42,86.86,201.12,215.93,62.17,0.0,4.83,51.59
1108,985.81,474.62,91.06,54.68,222.63,42.34,0.0,19.37,81.11
1109,1408.43,517.07,63.11,100.73,367.38,65.88,173.67,4.71,115.88
1110,1282.45,760.08,89.85,62.93,240.07,45.86,0.0,11.81,71.84
1111,819.77,293.09,70.34,87.43,196.96,54.88,73.04,11.49,32.53
1112,1558.98,826.08,88.32,193.66,225.37,66.16,0.0,55.57,103.82
1113,1364.96,514.45,86.55,213.94,256.3,24.33,235.87,12.76,20.76
1114,1422.97,509.63,81.13,302.24,176.43,49.84,47.83,92.68,163.2
1115,984.29,387.65,65.63,52.64,323.56,64.33,0.0,14.61,75.88
1116,1391.67,549.58,87.99,163.79,298.97,86.31,0.0,33.75,171.29
1117,1163.65,573.1,93.71,91.17,194.55,71.91,0.0,26.71,112.51
1118,964.11,354.11,57.15,100.52,196.74,54.93,115.63,23.47,61.56
1119,1086.8,453.32,70.07,160.04,214.35,63.05,0.0,43.62,82.37
1120,996.6,582.15,42.13,51.46,211.46,62.97,10.78,20.66,15.0
1121,1333.59,253.72,74.62,152.27,198.37,76.54,503.08,11.8,63.17
1122,1243.69,602.92,96.6,115.9,242.57,63.68,0.0,38.19,83.82
1123,1086.31,395.54,63.73,117.45,173.44,80.58,150.15,7.59,97.83
1124,1067.03,434.72,71.94,134.79,203.52,27.89,94.37,15.27,84.53
1125,1605.44,726.63,74.34,105.57,258.03,38.88,209.9,43.54,148.56
1126,1047.54,375.46,60.85,150.92,200.64,60.49,100.12,18.85,80.21
1127,1250.02,354.39,71.31,158.13,120.0,64.87,426.35,31.39,23.59
1128,1020.28,417.56,54.91,10.0,186.72,103.01,205.78,27.3,15.0
1129,1032.21,347.77,62.7,129.47,362.63,18.85,27.73,12.59,70.47
1130,1059.39,440.77,53.44,58.86,241.69,64.34,165.81,19.49,15.0
1131,934.85,458.65,80.86,91.95,197.87,63.44,11.27,7.19,23.61
1132,1164.1,518.16,76.35,155.47,227.22,59.76,0.0,49.29,77.85
1133,1350.48,535.13,64.79,187.79,267.39,89.67,32.35,15.75,157.61
1134,902.59,355.74,67.84,74.49,133.41,72.53,0.0,52.15,146.43
1135,1117.18,517.21,68.04,211.22,182.92,32.92,62.42,17.97,24.49
1136,1203.31,536.6,93.19,10.0,216.91,85.68,155.6,33.33,72.02
1137,1355.82,430.53,61.48,235.42,352.7,105.12,0.0,7.31,163.27
1138,1301.9,667.6,87.96,11.56,170.84,60.26,155.18,46.34,102.16
1139,1115.68,535.44,59.87,26.49,281.19,22.64,13.13,18.72,158.2
1140,1057.62,571.04,88.29,113.6,188.51,51.97,0.0,13.54,30.67
1141,1046.38,697.22,96.09,41.07,120.0,64.37,0.0,6.35,21.28
1142,1214.71,634.52,95.06,10.0,235.91,74.93,0.0,130.74,33.56
1143,1126.61,522.94,98.67,101.69,224.72,19.59,63.82,5.04,90.15
1144,1415.06,439.92,74.96,156.79,270.49,39.62,327.53,90.76,15.0
1145,1219.07,482.31,93.25,100.34,268.34,76.96,44.52,70.92,82.42
1146,1282.96,520.71,101.36,95.62,240.55,85.04,220.06,4.64,15.0
1147,839.85,219.97,42.9,142.63,230.77,63.61,24.73,20.37,94.87
1148,1162.31,566.26,62.63,10.0,217.86,77.97,0.0,18.73,208.85
1149,1192.42,519.34,45.16,55.96,219.68,64.11,122.69,20.94,144.56
1150,1136.06,539.06,91.77,158.22,207.98,84.26,0.0,27.21,27.56
1151,1253.04,535.96,45.43,228.88,145.39,57.9,114.67,52.83,71.98
1152,1199.66,519.78,40.06,145.81,163.21,64.6,214.09,6.04,46.06
1153,1090.88,384.7,48.29,132.76,221.01,30.56,88.47,18.89,166.2
1154,970.27,409.69,37.5,156.96,120.0,69.44,147.99,13.69,15.0
1155,758.93,192.85,67.18,152.97,120.0,29.95,112.89,12.23,70.84
1156,1439.33,533.88,52.99,17.89,176.61,69.42,535.08,21.76,31.69
1157,1167.94,457.3,39.79,123.35,222.94,46.22,230.7,17.17,30.47
1158,1107.47,441.59,68.99,47.24,177.77,62.4,120.68,27.58,161.22
1159,983.22,530.16,72.71,48.03,120.0,35.94,159.34,2.03,15.0
1160,1271.13,428.94,35.71,268.41,350.38,64.93,0.0,48.44,74.31
1161,1152.49,378.03,54.99,204.48,151.01,62.36,95.01,23.85,182.75
1162,1193.35,745.37,77.52,10.0,185.0,70.09,0.0,15.85,89.52
1163,1151.55,435.56,63.14,94.7,160.6,76.88,230.91,4.41,85.35
1164,997.09,420.02,63.17,91.55,301.45,32.0,0.0,28.29,60.61
1165,1204.58,469.62,91.82,234.69,268.18,24.98,0.0,20.42,94.88
1166,1063.87,419.22,107.71,22.98,203.97,35.49,181.38,21.71,71.4
1167,805.27,418.97,63.43,10.0,200.1,33.69,0.0,24.49,54.6
1168,1237.38,646.26,52.09,159.26,239.88,86.34,0.0,35.63,17.92
1169,1072.58,470.47,66.39,167.78,161.44,81.8,0.0,27.49,97.21
1170,1281.05,772.62,83.18,10.0,250.94,35.07,0.0,67.08,62.16
1171,1292.9,498.11,70.48,192.54,234.82,109.21,38.0,35.54,114.2
1172,1272.59,491.17,82.23,201.81,258.58,80.61,0.0,26.91,131.28
1173,1437.63,672.64,116.49,45.32,256.71,22.41,234.35,22.53,67.19
1174,1112.8,623.42,44.37,116.06,197.35,34.4,0.0,8.25,88.96
1175,1187.21,647.42,66.8,140.48,120.0,21.81,0.0,3.64,187.05
1176,1145.66,447.36,97.66,114.34,251.42,73.27,0.0,0.5,161.1
1177,1190.44,489.34,61.78,76.17,150.28,55.35,258.25,33.96,65.31
1178,956.03,252.47,78.28,10.0,234.32,55.31,270.26,20.73,34.66
1179,1130.71,526.48,83.65,100.13,215.89,14.47,66.06,36.34,87.71
1180,1268.85,680.95,99.19,62.54,197.66,26.46,0.0,63.72,138.32
1181,1072.86,587.62,108.57,77.46,123.74,60.2,58.75,18.97,37.54
1182,1267.25,539.62,78.68,148.09,295.27,67.44,40.72,4.8,92.62
1183,1390.9,753.9,47.69,248.32,220.05,14.6,0.0,45.2,61.14
1184,1375.01,503.92,59.01,249.94,359.43,29.38,83.32,17.43,72.57
1185,1343.32,464.06,109.77,77.46,196.92,75.45,392.92,11.73,15.0
1186,938.34,383.82,42.56,91.01,249.34,30.51,23.75,10.78,106.57
1187,1321.58,415.3,77.9,87.52,232.16,54.71,320.72,33.67,99.6
1188,1115.32,514.69,26.68,52.11,248.79,38.61,28.45,33.23,172.77
1189,1284.2,584.62,49.72,136.89,290.1,71.63,0.0,53.87,97.38
1190,1122.73,513.2,87.86,80.31,290.73,14.66,77.11,6.65,52.21
1191,1113.1,440.28,70.36,196.08,147.84,48.91,31.84,6.52,171.28
1192,1046.21,543.03,66.01,10.0,242.05,73.81,0.0,24.87,86.44
1193,984.4,180.0,47.24,37.04,222.34,67.2,326.42,27.37,76.79
1194,1082.86,485.15,35.12,135.94,231.97,55.72,0.0,48.36,90.59
1195,1415.66,451.86,82.54,57.51,289.19,41.03,367.76,51.1,74.68
1196,1167.76,417.94,63.94,10.0,326.4,50.34,231.37,24.02,43.75
1197,1260.51,537.44,45.23,164.09,294.75,29.21,49.52,53.68,86.59
1198,1020.89,409.06,69.32,16.89,165.11,53.0,233.48,20.01,54.02
1199,1381.13,761.72,89.81,180.89,164.41,53.34,0.0,20.25,110.7
1200,1220.74,312.66,62.27,258.27,306.49,66.64,0.0,16.92,197.49
1201,1385.66,529.77,74.48,10.0,304.77,75.01,241.24,6.17,144.21
1202,906.21,359.11,67.96,158.09,120.0,33.59,44.93,3.34,119.2
1203,911.5,373.06,54.97,133.36,289.75,20.91,0.0,24.46,15.0
1204,1223.01,473.22,71.67,10.0,180.98,44.49,354.6,45.88,42.17
1205,1391.14,524.64,85.47,117.7,120.0,57.48,459.63,11.22,15.0
1206,1430.11,549.28,91.6,33.21,255.82,52.87,246.3,50.44,150.6
1207,1302.33,529.93,86.63,178.72,280.02,51.98,28.86,61.73,84.46
1208,1189.0,430.76,57.27,71.23,210.68,32.47,288.37,15.24,82.99
1209,1160.35,656.1,87.63,10.0,136.85,35.35,203.71,2.34,28.37
1210,1385.91,453.34,78.48,292.24,339.17,45.23,0.0,16.83,160.61
1211,997.96,468.29,57.77,10.0,158.22,43.66,181.13,7.2,71.68
1212,1250.49,483.36,62.64,61.64,293.77,76.96,141.2,46.11,84.8
1213,1005.43,517.24,84.25,73.4,146.78,60.28,0.0,25.49,97.98
1214,1211.8,627.31,100.1,82.66,252.88,44.35,0.0,2.29,102.21
1215,1119.81,588.04,41.53,106.93,216.31,76.9,0.0,31.42,58.69
1216,1208.2,546.28,102.41,68.47,243.04,63.93,0.0,48.53,135.54
1217,1469.93,510.96,92.78,170.26,312.11,27.85,173.16,22.84,159.97
1218,1279.03,361.75,70.94,132.32,185.25,10.0,408.76,13.76,96.26
1219,1025.97,268.68,60.23,10.0,223.64,28.48,382.1,29.52,23.32
1220,1082.67,349.51,74.01,142.99,154.84,66.9,113.08,72.25,109.08
1221,1293.52,761.53,67.82,124.03,154.21,72.83,0.0,54.74,58.36
1222,1175.21,284.47,61.84,27.52,163.19,21.8,466.57,5.25,144.59
1223,1496.49,583.25,47.45,234.42,252.51,78.17,97.96,25.23,177.5
1224,946.33,341.5,35.4,101.5,287.23,67.41,0.0,7.55,105.74
1225,1434.03,692.37,119.25,166.5,332.24,82.9,0.0,13.47,27.3
1226,1117.94,180.0,63.04,123.59,175.48,84.01,393.4,57.91,40.51
1227,1160.05,461.79,74.02,84.8,246.8,82.04,105.36,25.13,80.12
1228,1446.1,664.48,75.88,148.0,281.87,64.77,157.86,8.33,44.91
1229,1391.61,525.59,57.37,128.96,272.1,74.1,242.46,16.55,74.49
1230,1125.06,509.53,66.26,76.58,220.68,48.25,60.76,39.04,103.96
1231,1076.0,316.84,67.65,91.71,249.19,71.41,146.37,12.68,120.17
1232,998.14,331.3,62.9,111.45,223.94,28.35,51.87,26.31,162.01
1233,1370.83,716.7,64.46,200.22,233.54,52.23,0.0,13.69,90.0
1234,1075.23,398.21,77.08,65.97,176.22,65.8,227.18,15.07,49.69
1235,1214.0,541.38,76.13,99.06,223.42,83.16,108.15,62.34,20.36
1236,1145.24,584.02,81.09,66.64,172.68,45.44,85.64,24.4,85.31
1237,936.85,393.66,81.0,92.78,167.55,74.33,27.31,33.9,66.32
1238,1243.72,538.87,69.6,202.96,277.44,51.06,0.0,24.02,79.76
1239,1161.69,499.65,68.45,181.21,273.39,74.74,0.0,4.12,60.13
1240,1207.42,585.24,100.74,80.81,333.21,38.97,0.0,6.75,61.68
1241,1067.52,370.63,50.63,10.0,250.32,69.52,123.58,62.09,130.74
1242,1169.57,361.23,33.61,53.17,172.07,53.09,376.06,57.2,63.14
1243,1321.91,498.72,81.46,30.39,160.55,31.3,343.98,23.33,152.19
1244,1158.13,626.89,63.98,128.16,247.61,51.93,0.0,9.77,29.79
1245,1218.85,597.29,55.03,121.56,225.41,81.43,0.0,3.08,135.06
1246,1436.57,553.71,89.05,69.78,181.54,34.62,369.31,99.4,39.17
1247,1137.66,597.78,71.83,99.05,184.14,45.31,0.0,6.31,133.25
1248,1293.66,525.57,49.52,237.13,224.35,82.97,0.0,10.63,163.49
1249,1030.2,446.75,104.73,15.08,230.99,31.44,40.93,12.52,147.75
1250,1285.79,382.43,38.98,151.6,270.72,96.27,186.32,9.56,149.92
1251,1333.31,664.79,74.88,136.5,163.28,85.76,37.63,21.61,148.85
1252,1310.08,584.98,40.04,70.21,209.58,75.77,183.56,91.07,54.87
1253,1174.3,483.17,75.87,108.51,242.16,54.78,0.0,18.81,191.02
1254,913.34,311.32,54.3,101.11,205.16,88.29,0.0,28.01,125.14
1255,1394.39,682.6,91.72,177.57,212.72,81.91,96.97,35.9,15.0
1256,1091.34,350.71,66.71,169.91,204.5,44.35,117.49,43.08,94.59
1257,1222.99,488.65,95.47,222.18,237.74,83.78,0.0,23.35,71.81
1258,1401.14,762.31,71.63,78.44,256.98,36.77,135.78,8.68,50.55
1259,1267.2,586.18,45.2,124.83,295.88,51.06,0.0,36.25,127.8
1260,1442.03,633.34,79.78,22.43,133.18,29.13,387.44,72.06,84.67
1261,1293.04,485.43,66.52,187.85,234.72,57.92,193.11,11.9,55.6
1262,1019.73,618.52,42.31,10.0,120.0,49.11,0.0,29.33,150.47
1263,1203.77,553.2,54.1,134.01,201.01,45.96,163.12,37.38,15.0
1264,1102.2,483.92,57.75,20.94,262.87,61.69,181.93,14.7,18.4
1265,1591.69,732.5,106.47,59.38,316.4,43.41,257.66,42.81,33.07
1266,979.32,446.56,82.63,67.25,146.74,55.83,9.45,53.61,117.24
1267,1380.31,552.31,66.81,90.18,135.16,80.67,337.84,29.33,88.01
1268,975.9,331.61,74.92,139.57,252.93,43.76,43.42,41.56,48.12
1269,986.64,596.62,37.69,106.16,120.0,72.25,0.0,18.86,35.06
1270,1063.21,422.72,59.01,10.0,204.47,59.3,234.2,5.92,67.57
1271,1164.34,562.73,80.6,141.89,264.27,72.48,0.0,8.34,34.03
1272,894.81,352.01,70.04,99.79,124.53,54.39,0.0,82.34,111.73
1273,1314.75,615.84,65.27,122.71,237.29,40.65,0.0,54.05,178.95
1274,1223.49,412.76,68.19,66.85,128.33,63.9,417.7,7.73,58.04
1275,1222.4,637.66,81.72,73.23,270.65,65.38,0.0,6.89,86.87
1276,1092.56,548.37,72.78,55.36,241.37,38.99,0.0,36.92,98.77
1277,1068.06,485.76,86.57,10.0,159.8,28.23,21.31,133.38,143.02
1278,1165.79,503.61,77.35,142.63,161.9,56.71,0.0,24.03,199.56
1279,1042.2,337.95,75.84,87.88,251.4,70.09,135.81,10.07,73.14
1280,1349.85,590.53,105.06,92.2,269.69,75.1,102.9,44.77,69.59
1281,1249.73,424.16,84.12,258.06,202.57,79.07,1.52,60.21,140.02
1282,1059.08,457.95,101.58,82.57,205.82,62.43,0.0,36.95,111.79
1283,1032.43,531.43,60.35,73.99,188.63,49.74,52.84,32.78,42.67
1284,1154.07,633.62,46.85,45.54,280.55,54.96,69.99,7.57,15.0
1285,1154.84,438.88,67.14,167.34,140.02,40.14,195.9,45.45,59.97
1286,1262.44,410.9,64.77,146.85,300.71,51.35,139.52,37.5,110.85
1287,1388.21,582.84,100.25,108.3,209.25,53.94,246.26,16.23,71.15
1288,1105.25,301.18,45.19,324.71,261.06,69.67,18.42,5.2,79.81
1289,1156.15,346.16,65.47,135.25,211.27,56.84,265.35,14.91,60.91
1290,1235.63,444.96,77.14,211.85,258.18,27.5,0.0,22.48,193.52
1291,1132.88,404.44,70.44,107.79,189.86,31.97,258.12,39.51,30.75
1292,1028.95,247.9,60.85,225.71,303.21,70.51,0.0,45.25,75.51
1293,1255.1,592.93,80.74,152.68,305.44,38.33,0.0,20.52,64.44
1294,1525.81,581.17,93.36,161.35,210.91,61.48,153.14,18.99,245.42
1295,1182.99,566.83,101.15,119.32,231.71,56.9,40.53,51.54,15.0
1296,1041.02,466.72,71.09,161.56,225.39,36.38,0.0,30.24,49.64
1297,1270.36,559.53,58.6,179.72,247.84,77.13,14.03,37.13,96.39
1298,1345.39,611.73,102.47,168.91,313.88,29.86,0.0,16.39,102.13
1299,1029.2,408.21,49.35,118.34,192.93,55.03,0.0,50.76,154.58
1300,1483.71,603.35,106.83,191.05,315.96,60.03,0.0,12.6,193.9
1301,1279.71,454.47,94.33,32.88,220.14,58.12,299.9,90.69,29.18
1302,1197.7,501.7,98.36,173.7,219.33,45.05,42.81,6.61,110.14
1303,1205.95,617.1,87.35,89.5,250.21,54.53,0.0,23.89,83.38
1304,1135.97,697.84,39.41,61.93,208.66,79.43,0.0,5.97,42.73
1305,1356.7,599.31,55.78,127.21,166.29,41.25,183.0,35.07,148.79
1306,1163.85,474.27,76.25,81.97,161.63,51.08,181.05,55.71,81.9
1307,1162.85,493.79,59.15,170.82,172.51,48.68,0.0,37.29,180.6
1308,1330.38,386.15,62.41,160.81,229.79,84.48,272.1,15.56,119.08
1309,1110.26,333.1,77.52,192.58,303.98,53.21,0.0,5.96,143.9
1310,948.95,278.61,61.8,95.07,261.96,89.68,131.42,15.4,15.0
1311,1330.13,529.83,50.45,87.25,120.0,51.46,380.14,38.12,72.89
1312,1147.43,427.01,85.25,153.97,229.96,88.79,37.27,8.4,116.78
1313,1602.14,659.47,85.55,325.59,277.85,83.15,0.0,3.68,166.86
1314,1298.65,707.78,73.25,43.96,235.92,66.09,0.0,18.56,153.08
1315,999.15,467.62,83.33,94.39,194.21,26.28,0.0,6.2,127.12
1316,1113.06,538.2,74.36,116.88,161.94,23.32,142.81,29.1,26.45
1317,1319.16,432.75,93.45,93.99,226.9,76.4,252.3,20.57,122.79
1318,1333.6,631.91,78.18,128.87,261.3,76.16,0.0,17.96,139.23
1319,1363.03,576.72,97.63,183.75,242.92,103.43,0.0,98.93,59.65
1320,1226.72,589.05,40.45,118.84,181.34,25.28,168.47,32.72,70.58
1321,1053.1,430.88,77.69,76.06,291.5,64.72,0.0,0.71,111.54
1322,1217.51,611.72,67.69,96.25,224.57,34.52,0.0,89.28,93.48
1323,1002.81,325.26,50.79,134.7,255.65,40.19,18.98,23.71,153.53
1324,1101.3,635.55,96.42,70.79,158.59,44.96,0.0,16.38,78.61
1325,1142.33,547.0,88.91,110.46,290.86,62.65,0.0,27.45,15.0
1326,955.32,439.55,33.57,135.4,226.45,41.72,0.0,6.96,71.67
1327,1006.87,305.51,78.54,107.46,262.31,55.67,105.87,19.89,71.62
1328,1193.94,443.36,80.5,197.27,166.66,71.64,57.49,49.62,127.4
1329,1414.48,712.66,64.86,101.19,290.17,77.56,33.88,17.32,116.83
1330,1438.16,498.8,56.43,73.91,236.63,68.85,473.13,13.68,16.73
1331,1321.23,565.62,44.84,46.11,285.82,64.04,199.31,11.01,104.49
1332,1366.29,494.15,65.25,233.72,267.04,72.17,21.99,43.93,168.06
1333,1158.87,617.52,71.83,52.37,225.88,43.62,0.0,29.63,118.01
1334,1212.67,462.98,84.74,132.4,219.98,75.78,0.0,89.45,147.33
1335,1056.85,328.18,71.19,126.54,355.34,43.98,14.69,79.55,37.36
1336,1160.18,446.77,50.82,90.46,200.17,57.38,211.13,18.42,85.01
1337,1290.98,742.15,83.06,10.0,164.76,33.49,206.19,36.33,15.0
1338,1346.04,549.72,68.42,239.64,209.47,54.17,50.37,15.76,158.5
1339,924.6,426.03,52.45,10.0,165.68,33.93,147.63,13.57,75.31
1340,1447.41,820.69,52.51,126.36,299.29,46.99,0.0,12.72,88.85
1341,1279.64,689.11,88.42,121.21,170.42,41.48,69.62,11.43,87.96
1342,1398.02,578.01,81.88,227.88,214.13,39.07,85.74,49.91,121.41
1343,1227.05,528.08,82.36,142.23,255.48,53.25,0.0,13.41,152.24
1344,1108.13,577.63,60.72,64.88,299.76,10.0,0.0,16.15,78.98
1345,1197.67,531.53,75.53,145.71,269.22,28.95,0.0,29.22,117.52
1346,892.76,228.06,38.59,33.68,319.05,71.07,58.34,27.09,116.88
1347,1178.84,537.39,54.86,175.2,284.02,77.95,5.38,24.94,19.08
1348,1236.69,530.7,73.03,151.41,218.8,40.53,109.56,56.6,56.06
1349,1188.11,430.03,74.12,200.41,277.06,74.48,0.0,13.07,118.95
1350,993.04,526.55,42.98,52.26,154.81,42.22,0.0,11.38,162.86
1351,1048.59,293.3,46.26,128.31,150.96,43.41,179.53,37.08,169.75
1352,867.98,223.45,56.63,186.13,298.69,39.33,0.0,36.11,27.64
1353,1391.86,699.58,94.74,45.15,256.58,93.13,0.0,52.7,149.97
1354,1369.74,605.46,60.03,191.46,283.02,59.7,0.0,18.25,151.82
1355,842.3,180.0,64.43,50.03,183.12,58.91,167.12,20.99,117.7
1356,1090.02,480.83,75.34,83.76,300.66,64.33,21.79,48.31,15.0
1357,1208.7,595.67,69.88,125.65,266.87,17.95,51.98,15.25,65.46
1358,1230.21,456.4,75.02,203.07,263.29,63.12,0.0,23.35,145.96
1359,1100.93,589.4,49.97,52.18,241.4,64.1,0.0,21.84,82.02
1360,1313.32,675.97,64.97,213.29,249.08,54.92,26.21,13.88,15.0
1361,848.3,277.19,90.63,10.0,182.88,99.11,51.92,55.94,80.63
1362,983.95,532.8,99.57,42.68,208.82,44.3,0.0,11.97,43.81
1363,1076.73,436.23,84.76,71.79,248.21,73.86,0.0,34.38,127.5
1364,942.96,383.29,87.81,10.0,171.62,71.12,121.29,1.44,96.4
1365,970.13,315.49,33.1,238.17,164.18,57.86,0.0,37.56,123.77
1366,926.57,393.28,51.22,10.5,246.22,61.49,67.43,21.74,74.68
1367,1403.22,473.09,65.09,203.45,275.98,49.2,205.19,35.11,96.12
1368,1140.82,583.99,117.5,48.31,253.77,15.54,0.0,56.33,65.38
1369,1261.53,675.31,71.12,28.34,259.28,61.98,0.0,20.24,145.25
1370,1400.83,611.64,88.26,10.0,275.01,63.57,279.3,7.4,65.67
1371,1320.91,640.04,82.51,152.09,299.31,66.71,0.0,26.88,53.35
1372,1001.42,408.01,75.15,22.88,199.38,66.26,69.25,37.6,122.88
1373,1305.33,562.36,72.95,214.19,148.46,94.41,0.0,27.82,185.15
1374,1228.4,462.2,48.77,82.97,293.79,37.68,89.12,93.26,120.63
1375,1367.92,387.02,25.0,167.35,180.87,94.37,311.34,20.12,181.86
1376,1316.76,777.65,102.9,56.45,132.8,35.24,0.0,26.84,184.86
1377,867.28,180.0,50.8,84.57,169.31,52.84,151.18,15.89,162.69
1378,981.31,215.2,29.35,223.4,381.65,68.62,0.0,9.2,53.9
1379,1199.71,485.92,78.96,123.69,254.23,44.7,48.16,23.34,140.71
1380,1056.11,458.2,77.78,156.48,172.71,69.98,0.0,19.89,101.06
1381,966.51,317.56,79.85,178.92,192.41,48.14,61.66,23.88,64.07
1382,1023.73,423.45,89.29,147.37,244.96,57.36,0.0,7.07,54.24
1383,1195.96,379.07,51.33,112.29,259.83,51.38,223.24,9.0,109.81
1384,1281.23,547.08,57.16,215.63,260.36,53.46,0.0,7.61,139.93
1385,1246.25,585.49,68.33,10.0,143.93,110.02,98.55,84.08,145.86
1386,1445.21,746.75,93.69,158.89,262.44,38.21,0.0,13.16,132.08
1387,966.93,249.32,26.13,96.51,196.38,10.0,240.54,21.48,126.57
1388,955.5,385.95,70.39,87.44,252.58,38.93,0.0,61.54,58.68
1389,992.7,267.72,81.31,151.93,268.1,67.63,0.0,4.1,151.91
1390,1573.93,704.66,93.68,130.73,153.24,47.46,416.37,12.8,15.0
1391,1298.14,490.07,83.96,20.73,232.89,85.37,255.01,29.02,101.09
1392,1132.61,449.62,89.12,82.46,251.08,74.64,37.96,28.99,118.74
1393,1530.17,577.56,25.0,70.14,203.88,48.63,359.85,44.83,200.28
1394,1142.95,543.19,101.84,138.79,235.16,21.36,0.0,34.8,67.82
1395,1165.23,305.46,71.61,10.0,264.6,29.34,310.99,12.71,160.52
1396,1500.39,611.58,98.87,272.21,311.1,54.36,0.0,83.36,68.91
1397,1280.16,467.66,49.39,253.4,284.06,23.71,0.0,13.61,188.34
1398,798.03,295.96,33.81,31.11,183.23,57.64,32.51,14.04,149.72
1399,1247.2,558.91,105.42,171.62,137.02,83.43,0.0,33.54,157.26
1400,1179.74,498.91,54.79,172.81,255.27,61.86,0.0,37.81,98.31
1401,1090.74,517.3,66.42,164.17,213.8,55.91,0.0,15.36,57.78
1402,1297.52,535.0,82.04,122.04,197.82,34.18,223.02,53.82,49.6
1403,1049.01,546.97,86.82,196.59,120.0,68.63,0.0,13.5,16.5
1404,1146.21,576.42,93.2,16.27,267.34,49.83,0.0,22.43,120.72
1405,1217.14,443.96,73.84,76.48,144.84,59.77,347.75,14.16,56.34
1406,1143.98,588.64,55.18,10.0,267.71,69.54,0.0,36.85,116.05
1407,1332.37,482.56,83.7,168.88,358.54,82.96,0.0,6.39,149.34
1408,1171.61,611.36,87.85,199.98,181.1,57.58,0.0,18.76,15.0
1409,1247.38,564.3,40.76,138.09,254.12,65.24,18.85,12.66,153.37
1410,1423.29,366.08,93.02,124.07,196.8,44.76,464.9,58.37,75.29
1411,1096.1,520.15,27.34,95.84,223.91,77.65,25.13,8.66,117.42
1412,951.59,233.02,82.11,192.03,250.69,47.26,100.1,15.47,30.9
1413,882.78,425.6,57.85,78.66,201.57,50.85,0.0,15.27,52.98
1414,1130.12,407.04,81.41,157.48,215.23,89.73,56.05,4.76,118.42
1415,1360.62,723.74,87.4,77.05,317.48,45.37,0.0,1.23,108.36
1416,1085.14,461.24,69.67,10.0,219.12,28.18,210.5,22.12,64.3
1417,1270.0,562.96,81.51,105.08,275.68,46.78,0.0,27.95,170.04
1418,1154.99,278.59,63.3,79.39,216.95,82.83,243.81,63.21,126.9
1419,1021.78,397.79,81.28,127.85,298.67,19.59,0.0,41.81,54.8
1420,1079.43,338.44,105.99,102.16,180.72,67.05,0.0,28.03,257.04
1421,1326.22,737.06,54.47,141.5,234.57,42.32,0.0,25.96,90.33
1422,1135.32,409.98,25.0,163.09,257.8,51.65,0.0,61.78,166.02
1423,1061.26,498.79,63.98,38.13,301.1,48.03,0.0,31.88,79.35
1424,1350.08,565.19,64.74,117.31,392.02,74.21,0.0,7.24,129.36
1425,1261.1,359.26,60.48,110.18,217.41,56.08,286.72,48.72,122.24
1426,1013.82,486.88,54.43,100.34,158.64,75.21,112.57,10.76,15.0
1427,1216.32,598.57,90.16,145.66,129.24,80.68,0.0,5.92,166.08
1428,1087.58,560.29,48.44,188.18,180.24,55.6,0.0,2.81,52.03
1429,943.7,203.95,70.73,254.89,187.42,47.81,63.8,39.29,75.8
1430,971.29,421.96,80.65,47.43,120.0,62.54,180.01,21.97,36.72
1431,1201.56,562.5,79.07,204.71,192.84,76.4,0.0,22.23,63.8
1432,1117.25,560.59,82.09,54.8,269.42,31.93,1.34,50.68,66.39
1433,1309.63,696.16,94.47,208.64,199.15,59.72,0.0,36.48,15.0
1434,1153.21,431.72,70.42,192.28,230.78,49.93,0.0,41.22,136.87
1435,1207.85,703.71,71.37,142.52,140.79,46.59,0.0,1.52,101.34
1436,1189.47,434.67,78.29,169.4,287.77,51.18,58.9,21.86,87.39
1437,1365.95,741.07,89.54,28.68,258.15,42.49,0.0,55.15,150.88
1438,1141.65,490.4,87.23,45.51,229.29,80.11,0.0,16.96,192.15
1439,876.7,194.3,31.51,171.94,123.86,57.72,276.78,5.59,15.0
1440,1313.97,541.91,69.45,130.74,203.01,87.88,45.47,51.22,184.3
1441,1258.45,496.78,52.23,234.95,253.85,57.62,65.78,3.51,93.73
